which,0.3066676311927743
there,0.23493100193594166
would,0.2337253443013731
their,0.22985001619025966
about,0.1563049004815741
other,0.146573521002556
could,0.13787556235316814
these,0.13546424708403088
first,0.11720714576056329
after,0.09206057223956073
where,0.08069294311362805
those,0.07320064209880882
state,0.06949755079263377
world,0.06777518274325005
still,0.06734459073090411
being,0.061316302558061024
under,0.060885710545715094
never,0.060024526521023226
while,0.05856051367904704
might,0.057871566459293554
great,0.057268737642009244
since,0.05408235675064933
right,0.05279058071361153
three,0.05253222550620397
again,0.0496903182247208
place,0.0490874894074365
small,0.04667617413829926
found,0.046159463723484145
every,0.04228413561237074
until,0.03970058353829513
water,0.038322689098788144
think,0.0372892682691579
night,0.03539466341483579
house,0.03444736098767474
going,0.034361242585205544
later,0.03418900578026717
point,0.0340167689753288
young,0.03315558495063693
group,0.03281111134076019
order,0.03238051932841425
among,0.03186380891359913
often,0.03177769051112994
early,0.03151933530372238
large,0.03108874329137645
along,0.030572032876561326
least,0.029538612046931086
power,0.029452493644461897
thing,0.028677428022239215
light,0.028677428022239215
sense,0.026782823167917108
whole,0.02661058636297873
above,0.025491047130879307
human,0.025318810325940928
local,0.024802099911125808
today,0.024457626301249064
quite,0.0241992710938415
death,0.023854797483964754
field,0.023596442276557193
shall,0.023079731861742073
money,0.02282137665433451
white,0.021874074227173457
seems,0.021701837422235082
whose,0.021615719019765896
major,0.021271245409889148
study,0.021185127007419962
heard,0.02066841659260484
close,0.02015170617778972
force,0.01980723256791297
voice,0.019462758958036223
woman,0.01929052215309785
front,0.019032166945690293
clear,0.018859930140751914
music,0.018601574933344356
child,0.018343219725936798
level,0.018343219725936798
stood,0.01825710132346761
short,0.01825710132346761
total,0.018170982920998422
class,0.017826509311121674
north,0.01774039090865249
leave,0.017654272506183302
sound,0.017568154103714116
black,0.017482035701244927
value,0.01722368049383737
table,0.017051443688898993
peace,0.017051443688898993
party,0.01679308848149143
alone,0.01679308848149143
third,0.016362496469145497
basis,0.015845786054330378
space,0.015845786054330378
stage,0.015070720432107696
heart,0.014898483627169324
basic,0.014726246822230948
board,0.01464012841976176
makes,0.014381773212354202
river,0.014209536407415829
doing,0.014037299602477453
floor,0.013606707590131521
bring,0.013606707590131521
range,0.013520589187662333
paper,0.013520589187662333
final,0.013434470785193147
start,0.013262233980254771
story,0.013176115577785585
issue,0.0130899971753164
earth,0.012917760370378025
labor,0.01283164196790884
stand,0.012745523565439653
stock,0.012659405162970464
using,0.01248716835803209
below,0.01248716835803209
ready,0.012314931553093718
moral,0.012228813150624532
color,0.012056576345686156
trial,0.011539865930871036
trade,0.011539865930871036
comes,0.011453747528401849
maybe,0.011453747528401849
month,0.011195392320994289
cause,0.011195392320994289
wrong,0.0111092739185251
piece,0.0111092739185251
press,0.010937037113586729
hotel,0.010850918711117541
truth,0.010850918711117541
plant,0.010764800308648353
lower,0.010592563503709981
daily,0.010506445101240795
blood,0.010420326698771607
court,0.01033420829630242
radio,0.01033420829630242
chief,0.010248089893833233
image,0.010248089893833233
horse,0.01007585308889486
green,0.009989734686425673
doubt,0.0098174978814873
gives,0.0098174978814873
plane,0.0098174978814873
seven,0.009731379479018112
staff,0.009731379479018112
faith,0.00955914267407974
corps,0.009473024271610552
speak,0.009473024271610552
visit,0.009386905869141364
ahead,0.009386905869141364
price,0.009300787466672178
serve,0.009214669064202992
negro,0.009214669064202992
heavy,0.009214669064202992
scene,0.009128550661733806
write,0.009128550661733806
rhode,0.009042432259264618
drive,0.009042432259264618
reach,0.009042432259264618
spent,0.00895631385679543
eight,0.00895631385679543
mouth,0.008870195454326244
built,0.00869795864938787
meant,0.008611840246918684
glass,0.008525721844449496
fight,0.00843960344198031
share,0.00843960344198031
claim,0.00843960344198031
happy,0.00843960344198031
style,0.00843960344198031
usual,0.008267366637041937
worth,0.008095129832103563
older,0.008009011429634375
civil,0.007836774624696003
equal,0.007750656222226816
dance,0.007750656222226816
carry,0.007578419417288441
cover,0.007578419417288441
check,0.007578419417288441
enemy,0.007578419417288441
break,0.007578419417288441
spoke,0.007492301014819255
touch,0.007492301014819255
takes,0.007406182612350068
build,0.007406182612350068
shape,0.00732006420988088
begin,0.007233945807411694
learn,0.007233945807411694
aware,0.007233945807411694
broad,0.007233945807411694
henry,0.007147827404942507
speed,0.007147827404942507
sight,0.007147827404942507
youth,0.007061709002473321
fresh,0.007061709002473321
train,0.007061709002473321
drink,0.007061709002473321
event,0.0069755906000041334
watch,0.0069755906000041334
index,0.0069755906000041334
offer,0.0068894721975349465
fully,0.0068894721975349465
enter,0.0067172353925965735
favor,0.0067172353925965735
union,0.0067172353925965735
title,0.006631116990127386
model,0.006631116990127386
solid,0.006631116990127386
anode,0.006631116990127386
quiet,0.0065449985876582
round,0.006458880185189013
frame,0.006372761782719827
twice,0.006372761782719827
store,0.006372761782719827
brief,0.006286643380250639
knife,0.006286643380250639
allow,0.006200524977781452
legal,0.006200524977781452
sharp,0.006200524977781452
phase,0.006200524977781452
upper,0.006200524977781452
faces,0.006114406575312266
unity,0.006114406575312266
broke,0.006114406575312266
forth,0.006114406575312266
wants,0.006028288172843078
drawn,0.006028288172843078
clean,0.005942169770373892
sweet,0.005942169770373892
quick,0.005856051367904705
ought,0.005856051367904705
fifty,0.005856051367904705
aside,0.005769932965435518
dress,0.005769932965435518
thick,0.005769932965435518
birth,0.005683814562966331
honor,0.005683814562966331
score,0.005683814562966331
gross,0.005683814562966331
block,0.005683814562966331
chair,0.005683814562966331
brown,0.005597696160497144
sleep,0.005597696160497144
dream,0.005511577758027957
